"Ramo              ";"Razao             ";"Endereco          ";"Bairro            ";"CEP               ";"Cidade            ";"UF                ";"Contato           ";"Funcionarios      ";"Telefone          ";"Fax               ";"Site              ";"E-mail            ";"Produtos          "
"CONSTRUCAO CIVIL ";" PRECON INDL. S/A. ";" Estrada de Adrianópolis, 2446 ";" Santa Rita ";" 26050-000 ";" Nova Iguaçu ";" RJ ";" ";700;" (0xx21) 3759-8700 ";" (0xx21) 3759-8700 ";" www.precon.com.br ";" precon-rio@precon.com.br ";" Materiais de construções; pré fabricados de concreto; "
"NAÚTICA ";" POWER BOATS IND. NÁUTICA LTDA. ";" R. C, 170 ";" Queimados ";" 26360-100 ";" Nova Iguaçu ";" RJ ";" Cont. Coml.: Paulo Renha ";" ";" (0xx21) 2663-1230/1223 ";" (0xx21) 2663-1256 ";" www.realpowerboats.com.br ";" powerboats@openlink.com.br ";" Barcos; "
"MOVEIS E MADEIRA ";" MINASPUMA NORDESTE S/A. ";" Al. da Serra, 500 - 8º and. ";" Vale do Sereno ";" 34000-000 ";" Nova Lima ";" MG ";" ";" ";" (0xx31) 3286-2757 ";" (0xx31) 3286-2757 ";"  ";" minaspuma@minaspuma.com.br ";" Espumas; "
"MECANICA ";" METROVAL MECÂNICA E MEDIÇÃO LTDA. ";" R. Christiano Kilmeyers, 819 ";" Pq. Indl. Harmônia ";" 13460-000 ";" Nova Odessa ";" SP ";" Ger. Vendas: Eduardo de Oliveira ";80;" (0xx19) 3466-5859 ";" (0xx19) 3466-7579 ";" www.metroval.com.br ";" vendas@metroval.com.br ";" Medidores indis. de engrenagens ovais; turbinas mássico (principio coriolis); vortex (gases) magnético conversores de frequência; filtros; "
"ELETRO ELETRONICA ";" CARTHOM'S ELETRO METALÚRGICA LTDA. ";" R. Henrique Whitehead, 260 ";" Pq. Indl. Recanto ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Paulo Ricardo Maximiano ";" ";" (0xx19) 3466-5521 ";" (0xx19) 3466-6059 ";" www.carthoms.com.br ";" vendas.fabrica@carthorms.com.br ";" Caixas e painéis p/ montagem elétrica, eletrônica e telecom., linha padronizada e especiais; "
"ELETRO ELETRONICA ";" IND. MECÂNICAS ANTENOR MAXIMIANO LTDA. ";" R. João Bosco, 121 ";" Pq. Indl. Recanto ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Paulo Ricardo Maximiano ";100;" (0xx19) 3466-5521 ";" (0xx19) 3466-6059 ";"  ";"  ";" Caixa de painéis eletro-eletrônicas. "
"TEXTIL E VESTUARIO ";" BRUNO NICOLETTI TECIDOS LTDA. ";" R. Hum, 3900 ";" Centro ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Ailton Nicoletti ";" ";" (0xx19) 3466-2800 ";" (0xx19) 3466-2800 ";" www.brunonicoletti.com.br ";" vendas@brunonicoletti.com.br ";" Tecidos; "
"TEXTIL E VESTUARIO ";" FELTRIN IRMÃOS CIA. IND. TÊXTIL S/A. ";" Av. Valentin Feltrin, s/nº ";" Vl. Azenha ";" 13460-000 ";" Nova Odessa ";" SP ";" ";310;" (0xx19) 3466-1611 ";" (0xx19) 3466-2596 ";" www.feltrin.com.br ";"  ";" Tecidos de linho; viscose; poliéster/viscose; poliéster/algodão; viscose/rami; rayon/linho; "
"TEXTIL E VESTUARIO ";" IND. TÊXTIL DAHRUJ S/A. ";" R. André Luiz Vilela, 46/106 ";" Dist. Indl. ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Mauro Dahruj ";650;" (0xx19) 3466-8055 ";" (0xx19) 3466-8055 ";" www.dahruj.com.br ";" dahruj@dahruj.com.br ";" Tecidos p/vestuário e decoração. "
"TEXTIL E VESTUARIO ";" OBER S/A. - IND. E COM. ";" Av. Industrial Oscar Berggren, 572 ";" Dist. Indl. II ";" 13460-000 ";" Nova Odessa ";" SP ";" Ger. Coml.: Barcelos ";1450;" (0xx19) 3466-9200/9220 ";" (0xx19) 3466-2131 ";" www.ober.com.br ";" ober@ober.com.br ";" Edredons; cobertores; colcha; matelassê; panos de copa; jogos coordenados; "
"TEXTIL E VESTUARIO ";" S/A TÊXTIL NOVA ODESSA ";" Av. Carlos Botelho, 655 ";" Centro ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Jorge de Freitas Crisciuma ";460;" (0xx19) 3466-5151 ";" (0xx19) 3466-5858 ";"  ";"  ";" Fios têxteis de algodão, cardaços de viscose, beneficiamentode fios. "
"TEXTIL E VESTUARIO ";" TECELAGEM DE FITAS PROGRESSO LTDA. ";" Estr. Nova Odessa, 2.500 ";" Sumaré ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Antônio Carlos Lulio ";200;" (0xx19) 3466-6010 ";" (0xx19) 3466-6068 ";" www.progresso.com.br ";" progresso-hudtelfa@progresso-hudtelfa.com ";" Tinturaria de fios têxtil; fitas artesanais; "
"TEXTIL E VESTUARIO ";" TECELAGEM HUDTELFA LTDA. ";" Av. Industrial, 2.000 ";" Dist. Indl. ";" 13460-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Sandro Zabani ";400;" (0xx19) 3466-9696 ";" (0xx19) 3466-2549 ";"  ";" vendatec@hudtelfa.com.br ";" Tecidos; "
"TEXTIL E VESTUARIO ";" TECELAGEM WEIZEL S/A ";" R. Jucelino Kubischek de Oliveira, 1.350/80 ";" Dist. Indl. ";" 13450-000 ";" Nova Odessa ";" SP ";" Dir. Coml.: Nisce ";25;" (0xx19) 3455-1011 ";" (0xx19) 3463-2821 ";"  ";"  ";" Tecidos de poliéster, strech liso, moleton, cambraia, crepeliso, langerie estampado, javanesa, linho, panamá algodão. "
"VEICULOS AUTOMOTORES ";" KS PRODUTOS AUTOMOTIVOS LTDA. ";" Rod. Arnaldo Júlio Mauerberg, 4000 - Bl. 1 ";" Dist. Indl. 01 ";" 13460-000 ";" Nova Odessa ";" SP ";" ";" ";" (0xx19) 3466-9366 ";" (0xx19) 3466-9360 ";" www.msi-motor-service.com.br ";" kspa@kspa.com.br ";" Pistões; bronzinas; anéis; camisas de cilindros; válvulas; filtros; kits p/ motores e outros; "
"MECANICA ";" SEIBT MÁQS. P/ PLÁSTICOS LTDA. ";" Av. Germânia, 2.100 ";" ";" 95150-000 ";" Nova Petrópolis ";" RS ";" Dir. Coml.: Breno Teodoro Seibt ";40;" (0xx54) 281-6000/1300 ";" (0xx54) 281-6001/1601 ";" www.seibt.com.br ";" seibt@seibt.com.br ";" Aglulinador; equip. p/ granulação; extruzora horizontal; extrusora p/ reciclagem; moinho de faca; "
"CALCADOS ";" DAKOTA S/A. ";" Av. 15 de Novembro, 3.665 - CP. 131 ";" Piá ";" 95150-000 ";" Nova Petrópolis ";" RS ";" Dir. Coml.: Luiz Shumann ";10000;" (0xx54) 281-8000/1000 ";" (0xx54) 281-1658 ";" www.dakota.com.br ";" dakota@dakota.com.br ";" Sapatos femininos: esportivo, social, linha infantil e tênis. "
"COURO ";" BOLSAS INTUIÇÃO ";" Av. 15 de Novembro, 3.071 ";" Pousada da Neve ";" 95150-000 ";" Nova Petrópolis ";" RS ";" ";" ";" (0xx54) 281-1220 ";" (0xx54) 281-1220 ";" www.intuicao.com.br ";"  ";" Bolsas; "
"CONSTRUCAO CIVIL ";" PINCÉIS ROMA LTDA. ";" Av. Julio de Castilhos, 80 ";" Centro ";" 95260-000 ";" Nova Roma do Sul ";" RS ";" ";" ";" (0xx54) 294-1027 ";" (0xx54) 294-1026 ";" www.pinceisroma.com.br ";" pinceisroma@pinceisroma.com.br ";" Pincéis; rolos; broxas; desempenadeiras; bandeija; "
"CALCADOS ";" ANNA CLÁUDIA IND. E COM. DE CALÇADOS LTDA. ";" R. João Martins do Espirito Santo, 364 ";" Park Dona Gumercinda ";" 35519-000 ";" Nova Serrana ";" MG ";" ";" ";" (0xx37) 3226-1543 ";" (0xx37) 3226-1863 ";" www.raphinha.com.br ";" raphinha@digimaster.com.br ";" Tênis femininos, masculinos e infantis; "
"CALCADOS ";" BATATINHA IND. E COM. DE CALÇADOS LTDA. ";" R. Bom Despacho, 520 ";" Marisa ";" 35519-000 ";" Nova Serrana ";" MG ";" Dir. Coml.: Valério Batista ";160;" (0xx37) 3226-1544 ";" (0xx37) 3226-2174 ";" www.batatinha.com.br ";" batatinha@batatinha.com.br ";" Calçados infantis, botas, chinelos, sandálias, mocassins; "
"CALCADOS ";" BESSAS CALÇADOS LTDA. ";" R. João Batista Guimaraes, 380 ";" Vl. Operária ";" 35519-000 ";" Nova Serrana ";" MG ";" ";" ";" (0xx37) 3226-1910 ";" (0xx37) 3226-3096 ";" www.ortobessa.com.br ";" bessa@ns2004.com.br ";" Calçados infantis; tênis e sandálias; "
"CALCADOS ";" CALÇADOS CAETANO LTDA. ";" R. Pará de Minas, 551 ";" Centro ";" 35519-000 ";" Nova Serrana ";" MG ";" ";" ";" (0xx37) 3226-2713 ";" (0xx37) 3226-2713 ";" www.sapequinha.com.br ";" sapeca@ns2004.com.br ";" Tênis infantil e adulto; "
"CALCADOS ";" IND. DE CALÇADOS ALVORADA LTDA. ";" R. Dimas Guimaraes, 796/800 ";" São Sebastião ";" 35519-000 ";" Nova Serrana ";" MG ";" ";" ";" (0xx37) 3226-3400 ";" (0xx37) 3226-1323 ";" www.alvoradans.com.br ";" alvorada@ns2004.com.br ";" Calçados femininos, adulto e infantil;' "
"CALCADOS ";" IND. DE CALÇADOS ATENAS LTDA. ";" Av. José João Rodrigues, 355 ";" Park Dona Gumercinda ";" 35519-000 ";" Nova Serrana ";" MG ";" Cont. Coml.: Amaral ";" ";" (0xx37) 3226-2585 ";" (0xx37) 3226-2585 ";"  ";" amaral@digimaster.com.br ";" Tênis Feminino, masculino e chinelos de PVC; "
"CALCADOS ";" IND. DE CALÇADOS BETTY LTDA. ";" R. Dimas Guimarães, 885 ";" São Sebastião ";" 35519-000 ";" Nova Serrana ";" MG ";" ";" ";" (0xx37) 3226-2111 ";" (0xx37) 3226-2681 ";" www.arkadian.com.br ";" betty@arkadian.com.br ";" Tênis masculinos e femininos; "
"CALCADOS ";" BELLE MODAS IND. E COM. DE CALÇADOSS LTDA. ";" R. Luis Daros, 53 ";" Bezenelo ";" 88270-000 ";" Nova Trento ";" SC ";" ";" ";" (0xx48) 267-0273 ";" (0xx48) 267-0579 ";" www.anaaguiar.com.br ";" bellemodas@unetvale.com.br ";" Calçados femininos; botas; mocassins; sandálias e tamancos; "
"CALCADOS ";" IND. E COM. DE CALÇADOS IRMÃOS SOARES LTDA. ";" R. dos Imigrantes, 790 ";" Centro ";" 88270-000 ";" Nova Trento ";" SC ";" Dir. Coml.: Irivan José Soares ";" ";" (0xx48) 267-0020 ";" (0xx48) 267-0020 ";" www.lialine.com.br ";" liavendas@lialine.com.br ";" Calçados femininos, botas, mocassins, sandálias e tamancos. "
"MECANICA ";" AMS GRAMPOS INDUSTRIAIS LTDA. ";" R. Ver. Adão Rodrigues de Oliveira, 2800 ";" Liberdade ";" 93334-260 ";" Novo Hamburgo ";" RS ";" Dir. Exec.: Fernando Brock ";" ";" (0xx51) 527-6900 ";" (0xx51) 527-6900 ";" www.airfix.com.br ";" airfix@airfix.com.br ";" Máqs. grampeadeiras; pinadeiras; pregadeiras; grampos; pinose pregos; "
"MECANICA ";" FORMAS KUNZ LTDA. ";" R. Joaquim Caetano, 39 ";" ";" 93510-200 ";" Novo Hamburgo ";" RS ";" Ger. Coml.: Carlos Alfredo Lao ";" ";" (0xx51) 594-5833/594-3977 ";" (0xx51) 594-3008 ";" www.formaskunz.com.br ";"  ";" Formas. "
"MECANICA ";" HIMACO HIDRÁULICOS E MÁQS. IND. E COM. LTDA. ";" Av. das Nações Unidas, 3.501 ";" Ideal ";" 93320-021 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Marcelo Brante ";180;" (0xx51) 582-8000 ";" (0xx51) 593-6588 ";" www.himaco.com.br ";" himaco@himaco.com.br ";" Máquinas injetoras para plásticos. "
"MECANICA ";" IND. METALÚRGICA UTZ LTDA. ";" R. Valença, 182 ";" ";" 93537-310 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Daniel Carlos Utz ";" ";" (0xx51) 595-4376/524-3813 ";" (0xx51) 595-4376 ";" www.utz.com.br ";" utz@terra.com.br ";" Cortadeiras, rebobinadeiras, impressora flexográfica de duascores, máquinas para fabricar plástico picotado. "
"MECANICA ";" JASOT IND. E COM. DE MÁQS. E EQUIPS. LTDA. ";" R. Carlos Afonso Braunger, 260 ";" Santo Afonso ";" 93425-070 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: José Darnel Rosa ";" ";" (0xx51) 587-1133 ";" (0xx51) 587-1133 ";" www.jasot.com.br ";" jasot@uol.com.br ";" Injetora horizontal convencional com unidade de injeção múltipla; "
"METALURGICA ";" BEL AIR PNEUMÁTICA LTDA. ";" R. Itapetininga, 28 ";" ";" 93330-080 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 587-5164 ";" (0xx51) 587-5468 ";" www.belair-ar.com.br ";" belair@belair-ar.com.br ";" Atuador pneumático; atuador pneumático rotativo; bancada detreinamento em pneumática; cilindro hidraúlico; "
"METALURGICA ";" FLUIR AUTOMAÇÃO INDL. LTDA ";" R. Alicia Muller, 259 ";" Canudos ";" 93546-580 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Paulo Schott ";" ";" (0xx51) 595-9075 ";" (0xx51) 3035-5933 ";" www.werk-schott.com.br ";" werk-schott@werk-schott.com.br ";" Conexão; dreno manual; elementos de fixação; engate rápido;mangueira; tanque de ar; temporizador; garra de fixação; "
"QUIMICA E FARMACEUTICA ";" BRASCOLA LTDA. ";" R. dos Pinheiros, 331 ";" ";" 93334-190 ";" Novo Hamburgo ";" RS ";" Dir. Pres.: Ricardo Mergenthaler ";" ";" (0xx51) 587-4099 ";" (0xx51) 587-4099 ";" www.brascola.com.br ";" nh@brascola.com.br ";" Adesivos de preparação; adesivos sinteticos; adesivos pvc; adesivos à base de cianocrilato; "
"TEXTIL E VESTUARIO ";" WOLFSTORE COM. E REPS. LTDA. ";" R. Veneza, 90 ";" Canudos ";" 93542-410 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 594-9167 ";" (0xx51) 582-1155 ";"  ";" brauliowolfstore@sinos.net ";" Tecidos; forro de poliester; microfibra; sued; cetins; estampados; tweeds; tecidos esportivos; "
"CALCADOS ";" ANTONIELLE CALÇADOS LTDA. ";" Av. das Nações Unidas, 617 ";" Rincão ";" 93310-500 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Paulo Ricardo ";140;" (0xx51) 584-1600 ";" (0xx51) 593-5004 ";" www.antonielle.com.br ";" antonielle@antonielle.com.br ";" Calçados femininos e infantis; "
"CALCADOS ";" AVETO LUCCA CALÇADOS LTDA. ";" R. Dr. João Hillebrand, 252 ";" Rondônia ";" 93415-350 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 587-1100 ";" (0xx51) 587-1100 ";" www.avetolucca.com.br ";" avetolucca@avetolucca.com.br ";" Calçados; sandálias; bots femininas e calçados social feminino; "
"CALCADOS ";" BALDO COM. IND. E EXPORTAÇÃO S/A. ";" R. Rincão, 342 ";" Rincão ";" 93310-460 ";" Novo Hamburgo ";" RS ";" Dirª. Coml.: Renata Baldo ";350;" (0xx51) 593-1900 ";" (0xx51) 593-9812 ";"  ";"  ";" Calçados femininos, sapatilhas de balé, sapatilhas de jazz. "
"CALCADOS ";" BISON INDÚSTRIA DE CALÇADOS LTDA. ";" R. Icáro, 2.777 ";" Canudos ";" 93542-220 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Cesar Nascimento ";500;" (0xx51) 581-6000 ";" (0xx51) 581-6010 ";" www.viauno.com ";" rocha@viauno.com ";" Calçados femininos; sandálias; tênis; tênis; bolsas; cintos; "
"CALCADOS ";" CALÇADOS BEIRA RIO S/A. ";" Rod. RS 239, KM 17,5 , Nº 4.400 ";" São José ";" 93352-000 ";" Novo Hamburgo ";" RS ";" Dir. Pres.: Roberto Argenta ";3000;" (0xx51) 584-2200 ";" (0xx51) 584-2290 ";" www.beirario.com.br ";" beirario@beirario.com.br ";" Sandálias; sapatilhas; tamancos; tênis; sapatos scarpins; "
"CALCADOS ";" CALÇADOS CHINESINHA S/A. ";" R. Noruega, 65 ";" Rincão ";" 93334-390 ";" Novo Hamburgo ";" RS ";" Dir. Pres.: Irineu Fuhr ";400;" (0xx51) 595-7777 ";" (0xx51) 595-7777 ";" www.tchocco.com.br ";" vendas@tchocco.com.br ";" Calçado esporte e social feminino; sandálias; chinelos e tamancos. "
"CALCADOS ";" CALÇADOS DELAI IND. E COM. LTDA. ";" R. Galileu, 276 ";" Canudos ";" 93544-120 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Celso Paulo Delai ";200;" (0xx51) 525-0967 ";" (0xx51) 525-0969 ";" www.dellay.com.br ";" dellay@dellay.com.br ";" Sandálias masculinas, femininas e infantis; "
"CALCADOS ";" CALÇADOS JACOB S/A. ";" R. Marcílio Dias, 684 ";" Rio Branco ";" 93310-110 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Marcio Lindem ";1000;" (0xx51) 593-7833 ";" (0xx51) 593-7281 ";" www.kildare.com.br ";" cjacob@kildare.com.br ";" Calçados masculinos e acessórios. "
"CALCADOS ";" CRISLLI CALÇADOS E BOLSAS LTDA. ";" R. Finlândia, 567 ";" Petrópolis ";" 93346-290 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Vosmar Cristofile ";" ";" (0xx51) 593-4388 ";" (0xx51) 593-5102 ";" www.cristofoli.com.br ";" cristofoli@cristofoli.com.br ";" Calçados femininos, botas, sandálias e tamancos. "
"CALCADOS ";" DEVANT CHEZ L'IND. E COM. LTDA. ";" R. Cel. Frederico Link, 356 ";" Ideal ";" 09336-001 ";" Novo Hamburgo ";" RS ";" Dirª Sócia: Daiene Wolff ";50;" (0xx51) 594-2077 ";" (0xx51) 581-3620 ";" www.tactile.com.br ";" tactile@tactile.com.br ";" Calçados e confecções masculinas e femininas; "
"CALCADOS ";" FORMAS KUNZ LTDA. ";" Rod. RS - 239, nº 4.631 ";" São Jorge ";" 93352-000 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Paulo Augusto Strecker ";" ";" (0xx51) 524-1833 ";" (0xx51) 524-1612 ";" www.formaskuns.com.br ";" formas@formaskunz.com.br ";" Formas de madeira e plástico para fabricação de calçados. "
"CALCADOS ";" MÁQS. ERPS. IND. DE MÁQS. ERPS LTDA. ";" R. Cristian Huber, 405 ";" Vl. Nova ";" 93525-110 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Delcio Schimidt ";50;" (0xx51) 594-5599 ";" (0xx51) 594-4320 ";" www.erps.com.br ";" erps@erps.com.br ";" Máquinas e equipamentos p/ indústria de calçados. "
"CALCADOS ";" MÁQS. KEHL LTDA. ";" R. 1º de Março, 2.349 ";" Pátria Nova ";" 93320-010 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Jorge Ari Kehl ";" ";" (0xx51) 587-1433 ";" (0xx51) 587-4515/1231 ";" www.kehl.com.br ";" kehl@kehl.com.br ";" Máquinas p/calçados e artefatos de couro; "
"CALCADOS ";" MÁQS. KLEIN S/A - IND. E COM. ";" R. 19 de Novembro, 02 ";" São Jorge ";" 93534-490 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Angelo Rick ";80;" (0xx51) 524-9100/594-4100 ";" (0xx51) 524-9100 ";" www.maquinasklein.com.br ";" compras@maquinasklein.com.br ";" Máquinas p/ corte, dividir e chanfrar. "
"CALCADOS ";" MECSUL MÁQUINAS E EQUIPAMENTOS LTDA. ";" R. Bartolomeu de Gusmão, 3.170 ";" Canudos ";" 93546-000 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Davilson Nogueira ";40;" (0xx51) 595-9355 ";" (0xx51) 595-9350 ";" www.mecsul.com.br ";" mecsul@mecsul.com.br ";" Máquinas de pregar saltos em calçados; "
"CALCADOS ";" PLYM OUTH DUVINIL LTDA. ";" Rod. RS 239, nº 2.410 ";" São José ";" 93352-000 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 593-8100 ";" (0xx51) 593-8100 ";" www.duvinil.com.br ";" plymouthduvinil@duvinil.com.br ";" Matéria prima p/ indústria de calçados e artefatos. "
"CALCADOS ";" UNIDOS CALÇADOS LTDA. ";" R. Ícaro, 410 ";" ";" 93544-020 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Luiz Henrique Grosa Reale ";200;" (0xx51) 593-7614 ";" (0xx51) 593-5812 ";"  ";"  ";" Calçados de couro masculino e feminino. "
"CALCADOS ";" USM DO BRASIL ";" Av. das Nações Unidas, 3.548 ";" ";" 93320-020 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Vilalba Trieweiller ";85;" (0xx51) 594-3766 ";" (0xx51) 594-2040 ";"  ";"  ";" Máquinas para modelagem e acabamento. "
"CALCADOS ";" VERLAINE IND. DE CALÇADOS LTDA. ";" R. Bartolomeu de Gusmão, 1.550 ";" Canudos ";" 93546-000 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Amauri Fascine ";143;" (0xx51) 594-6777 ";" (0xx51) 594-6777 ";"  ";"  ";" Calçados femininos. "
"COURO ";" ARTEFS. DE COURO VIA PIAVE LTDA. ";" R. Servilha, 176 ";" Canudos ";" 93542-380 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 595-0533 ";" (0xx51) 595-0513 ";"  ";" bagsagga@bagsagga.com.br ";" Bolsas; pastas; "
"COURO ";" AUREO J.A. DE MORAES ";" R. 1º de Março, 1.966 ";" Ouro Branco ";" 93310-002 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 582-9434 ";" (0xx51) 582-9434 ";"  ";"  ";" Confecções em couro "
"COURO ";" AVERSA IND. DE CALÇADOS LTDA. ";" R. Emancipação, 155-A ";" ";" 93340-060 ";" Novo Hamburgo ";" RS ";" Cont. Coml.: Fernanda ";" ";" (0xx51) 556-5058 ";" (0xx51) 582-9964 ";" www.aversabrasil.com.br ";" fernanda@aversabrasil.com.br ";" Bolsas femininas em couro; "
"COURO ";" BOLSAS LUZ DA LUA ";" R. 3 de Outubro, 322 ";" Ideal ";" 93336-130 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Celso Jorge ";50;" (0xx51) 594-5024 ";" (0xx51) 594-5024 ";"  ";"  ";" Bolsas femininas. "
"COURO ";" CENTRO COUROS COM. REPR. LTDA. ";" R. Vidal Brasil, 1.668 ";" Hamburgo Velho ";" 93540-090 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 583-2028 ";" (0xx51) 583-2028 ";"  ";"  ";" Bolsas femininas em couros; "
"COURO ";" COMPAGNIA DELLE PELLI ART. COM. LTDA. ";" R. Pedro Alvares Cabral, 122 ";" ";" 93310-330 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Anísio da Silva ";30;" (0xx51) 594-7425 ";" (0xx51) 594-7425 ";"  ";"  ";" Bolsas. "
"COURO ";" COMPONENTES P/ CALÇADOS ALBA LTDA. ";" Estr. RS 239, Nº 2.811 ";" São José ";" 93352-000 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 594-3444 ";" (0xx51) 594-3444 ";"  ";"  ";" Palmilhas; fachetes; viras; tiras; tranças; "
"COURO ";" EMPROCOUROS - EMPRESA PRODS. DE COURO LTDA. ";" R. Dublin, 93 ";" Canudos ";" 93540-140 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 524-3266 ";" (0xx51) 524-3266 ";" www.pararaio.com ";" pararaio@pararaio.com ";" Calçados; botas; sandálias; tamancos; "
"COURO ";" IND. E COM. DE ARTEF. DE COURO VANLY LTDA. ";" R. Colúmbia, 1.255 ";" Canudos ";" 93526-090 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Claudio Duarte ";240;" (0xx51) 524-8398 ";" (0xx51) 524-8398 ";" www.kadilo.com.br ";" bolsas@kadilo.com.br ";" Bolsas, pastas e carteiras. "
"COURO ";" STAMPA ARTEFATOS DE COURO LTDA. ";" R. 03 de Outubro, 322 ";" Ideal ";" 93336-130 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Celso Antonio Jorge ";50;" (0xx51) 594-5024 ";" (0xx51) 594-2288 ";"  ";" luzdalua@luzdalua.com.br ";" Bolsas femininas, carteiras, cintos e sapatos femininos. "
"COURO ";" STURMER IND. DE ARTEFS. DE COURO LTDA. ";" R. Acari, 101 ";" Santo Afonso ";" 93320-630 ";" Novo Hamburgo ";" RS ";" Ger. Vendas: Gilberto Silva ";150;" (0xx51) 587-5855 ";" (0xx51) 587-1299 ";" www.goldmanbrazil.com.br ";" goldman@goldmanbrazil.com.br ";" Artefatos de couro; artigos de viagem; carteiras; porta-cheques; capangas; pastas; tiracolos; maletas executivas; "
"PLASTICOS ";" EXTRAMOLD IND. DE PLÁSTICOS LTDA. ";" Rod. RS 239, Nº 1200 ";" ";" 93352-000 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 593-5255 ";" (0xx51) 593-7236 ";" www.extramold.com.br ";" extramold@extramold.com.br ";" Prods. termomoldados de espuma de polietileno reticulado; espumas de PU; "
"PLASTICOS ";" MASTER IND. PLÁSTICA LTDA. ";" R. João Aloysio Allgayer, 7590 ";" Lomba Grande ";" 00000-000 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 596-1500 ";" (0xx51) 596-1500 ";" www.masterplasticos.com.br ";" masterplasticos@masterplasticos.com.br ";" Estojos; mochilas escolares; risque e rasbique; porta blocos; "
"EDITORA E GRAFICA ";" GRUPO EDITORIAL SINOS S/A. ";" R. Jornal NH, 99 ";" Ideal ";" 93334-350 ";" Novo Hamburgo ";" RS ";" Dir. Coml.: Aurélio Decker ";500;" (0xx51) 3065-4000 ";" (0xx51) 594-0441 ";" www.gruposinos.com.br ";" novitacom@gruposinos.com.br ";" Jornais e revistas especializadas, provedor de internet. "
"CONSTRUCAO CIVIL ";" TKC COMERCIAL LTDA. ";" Av. Cel. Travassos, 699 - S/ B ";" ";" 93415-000 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 587-1010 ";" (0xx51) 587-1010 ";" www.tkccomercial.com.br ";" vivian@tkccomercial.com.br ";" Banheiras; conexões; duchas; mobiliários p/ banheiros; monocomandos; tubulações; "
"VEICULOS AUTOMOTORES ";" OETIKER DO BRASIL IND. E COM. ELEM. MEC. LTDA. ";" R. Nova Petropolis, 206 ";" Ideal ";" 93334-390 ";" Novo Hamburgo ";" RS ";" ";" ";" (0xx51) 587-5010 ";" (0xx51) 587-3823 ";" www.oetiker.com ";" info@br.oetiker.com ";" Abraçadeiras utilizadas em sists. de transmissão, direção, alimentação e injeção de combustivel; "
"ALIMENTICIA ";" SEARA ALIMENTOS S/A. ";" Rod. Valdir Canivari, Km 06 ";" Zona Rural ";" 14670-000 ";" Nuporanga ";" SP ";" Dir. Pres.: José Júlio Cardoso de Lucena ";10000;" (0xx16) 3847-9000 ";" (0xx16) 3847-9000 ";" www.seara.com.br ";"  ";" Abate de aves; rações; "
"ALIMENTICIA ";" AÇUCAR GUARANI S/A. ";" Fazenda São Jorge, S/Nº ";" ";" 15400-000 ";" Olimpia ";" SP ";" Dir. Coml.: Paulo José Mendes Klumb ";2800;" (0xx17) 3281-6762 ";" (0xx17) 3281-6604 ";" www.acucarguarani.com.br ";" marketing@acucarguarani.com.br ";" Refinação de açucar de cana; "
